Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec
11,LE70200472013234ASN00,LE70200472013234ASN00,0,Y,LE70200472013234ASN00,BUMPER,ASN,DAY, 020, 047,2013/08/22,2013:234:16:18:04.5104999,2013:234:16:18:31.2645000, 9, 9,  21.71,  15.15,  23.51,  15.44,  32.75,63.99337769,102.35107422,18°46'57.43"N,89°49'08.58"W,19°43'00.88"N,90°31'54.52"W,19°27'21.78"N,88°44'08.59"W,18°06'04.57"N,90°53'39.59"W,17°50'34.19"N,89°06'54.50"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-11.816878,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72582   (19°43'32.95"N), -91.00471  (91°00'16.96"W), 19.76270   (19°45'45.72"N), -88.68555  (88°41'07.98"W), 17.81354   (17°48'48.74"N), -90.95974   (90°57'35.06"W), 17.84659   (17°50'47.72"N), -88.66657   (88°39'59.65"W),14141,16221,7071,8111,7071,8111,,,7,7.445,4.22,6.133,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78262,-89.81905,19.72582,-91.00471,19.7627,-88.68555,17.81354,-90.95974,17.84659,-88.66657
12,LE70200472013138ASN00,LE70200472013138ASN00,0,Y,LE70200472013138ASN00,BUMPER,ASN,DAY, 020, 047,2013/05/18,2013:138:16:18:34.3202500,2013:138:16:19:01.0742499, 9, 9,  21.11,   0.94,  20.89,   3.01,  59.62,67.06359863,83.71038818,18°47'03.95"N,89°51'36.97"W,19°43'13.15"N,90°34'22.12"W,19°27'38.92"N,88°46'39.58"W,18°06'16.09"N,90°56'01.93"W,17°50'50.35"N,89°09'20.16"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,1.180713,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73317   (19°43'59.41"N), -91.03919  (91°02'21.08"W), 19.77050   (19°46'13.80"N), -88.71999  (88°43'11.96"W), 17.81285   (17°48'46.26"N), -90.99362   (90°59'37.03"W), 17.84629   (17°50'46.64"N), -88.70053   (88°42'01.91"W),14201,16221,7101,8111,7101,8111,,,32,4.308,2.655,3.392,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78443,-89.86027,19.73317,-91.03919,19.7705,-88.71999,17.81285,-90.99362,17.84629,-88.70053
13,LE70200472013122ASN00,LE70200472013122ASN00,0,Y,LE70200472013122ASN00,BUMPER,ASN,DAY, 020, 047,2013/05/02,2013:122:16:18:36.8085000,2013:122:16:19:03.5625000, 9, 9,  12.60,   0.15,  14.69,   0.40,  35.16,66.49520874,94.08145905,18°47'04.45"N,89°50'50.57"W,19°43'16.61"N,90°33'36.32"W,19°27'41.98"N,88°45'50.76"W,18°06'19.26"N,90°55'15.13"W,17°50'53.09"N,89°08'30.44"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-11.108122,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73065   (19°43'50.34"N), -91.03055  (91°01'49.98"W), 19.76784   (19°46'04.22"N), -88.71423  (88°42'51.23"W), 17.81843   (17°49'06.35"N), -90.98527   (90°59'06.97"W), 17.85176   (17°51'06.34"N), -88.69493   (88°41'41.75"W),14141,16201,7071,8101,7071,8101,,,49,4.49,3.181,3.169,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78457,-89.84738,19.73065,-91.03055,19.76784,-88.71423,17.81843,-90.98527,17.85176,-88.69493
14,LE70200472013106ASN00,LE70200472013106ASN00,0,Y,LE70200472013106ASN00,BUMPER,ASN,DAY, 020, 047,2013/04/16,2013:106:16:18:40.9960000,2013:106:16:19:07.7499375, 9, 9,  17.29,   1.78,  23.13,   3.09,  41.18,64.36207581,105.67377472,18°47'03.73"N,89°50'35.59"W,19°43'14.27"N,90°33'23.98"W,19°27'38.59"N,88°45'36.11"W,18°06'18.47"N,90°55'04.98"W,17°50'52.01"N,89°08'17.81"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,11.429338,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73355   (19°44'00.78"N), -91.02205  (91°01'19.38"W), 19.77066   (19°46'14.38"N), -88.70281  (88°42'10.12"W), 17.81319   (17°48'47.48"N), -90.97668   (90°58'36.05"W), 17.84644   (17°50'47.18"N), -88.68355   (88°41'00.78"W),14201,16221,7101,8111,7101,8111,,,27,5.788,3.716,4.438,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78437,-89.84322,19.73355,-91.02205,19.77066,-88.70281,17.81319,-90.97668,17.84644,-88.68355
15,LE70200472013074ASN00,LE70200472013074ASN00,0,Y,LE70200472013074ASN00,BUMPER,ASN,DAY, 020, 047,2013/03/15,2013:074:16:18:49.7058750,2013:074:16:19:16.4598125, 9, 9,  38.93,  28.77,  29.55,  52.41,  44.97,56.13562775,124.71153259,18°47'02.65"N,89°50'50.06"W,19°43'14.20"N,90°33'35.42"W,19°27'38.56"N,88°45'47.48"W,18°06'17.32"N,90°55'18.44"W,17°50'49.96"N,89°08'31.27"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,6.948435,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73078   (19°43'50.81"N), -91.02484  (91°01'29.42"W), 19.76790   (19°46'04.44"N), -88.70851  (88°42'30.64"W), 17.81313   (17°48'47.27"N), -90.97950   (90°58'46.20"W), 17.84639   (17°50'47.00"N), -88.68921   (88°41'21.16"W),14181,16201,7091,8101,7091,8101,,,39,4.548,3.47,2.94,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78407,-89.84724,19.73078,-91.02484,19.7679,-88.70851,17.81313,-90.9795,17.84639,-88.68921
16,LE70200472013058ASN00,LE70200472013058ASN00,0,Y,LE70200472013058ASN00,BUMPER,ASN,DAY, 020, 047,2013/02/27,2013:058:16:18:50.4938750,2013:058:16:19:17.2478749, 9, 9,  26.60,  12.98,  52.91,   9.12,  31.41,51.3024559,131.5252533,18°47'02.29"N,89°50'23.64"W,19°43'02.64"N,90°33'12.38"W,19°27'27.25"N,88°45'27.18"W,18°06'06.52"N,90°54'52.78"W,17°50'39.48"N,89°08'08.23"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-15.229078,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 19.72537   (19°43'31.33"N), -91.02470  (91°01'28.92"W), 19.76248   (19°45'44.93"N), -88.70845  (88°42'30.42"W), 17.81584   (17°48'57.02"N), -90.97956   (90°58'46.42"W), 17.84910   (17°50'56.76"N), -88.68924   (88°41'21.26"W),14121,16201,7061,8101,7061,8101,,,55,4.265,3.045,2.987,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78397,-89.8399,19.72537,-91.0247,19.76248,-88.70845,17.81584,-90.97956,17.8491,-88.68924
17,LE70200472013026EDC00,LE70200472013026EDC00,0,Y,LE70200472013026EDC00,BUMPER,EDC,DAY, 020, 047,2013/01/26,2013:026:16:18:54.3213125,2013:026:16:19:21.0753124, 9, 9,  59.75,  41.81,  27.73,  88.91,  80.55,43.51001358,141.83930969,18°46'59.92"N,89°50'59.28"W,19°43'06.85"N,90°33'44.75"W,19°27'30.74"N,88°46'02.03"W,18°06'09.90"N,90°55'25.57"W,17°50'42.61"N,89°08'43.62"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,13.978695,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 19.72789   (19°43'40.40"N), -91.03334  (91°02'00.02"W), 19.76508   (19°45'54.29"N), -88.71993  (88°43'11.75"W), 17.81567   (17°48'56.41"N), -90.98804   (90°59'16.94"W), 17.84900   (17°50'56.40"N), -88.70056   (88°42'02.02"W),14141,16181,7071,8091,7071,8091,,,37,3.877,2.434,3.018,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78331,-89.8498,19.72789,-91.03334,19.76508,-88.71993,17.81567,-90.98804,17.849,-88.70056
18,LE70200472012360EDC00,LE70200472012360EDC00,0,Y,LE70200472012360EDC00,BUMPER,EDC,DAY, 020, 047,2012/12/25,2012:360:16:18:51.2285624,2012:360:16:19:17.9825625, 9, 9,   0.04,   0.00,   0.12,   0.01,   0.02,41.20708466,148.72357178,18°47'00.24"N,89°51'05.26"W,19°43'09.01"N,90°33'51.70"W,19°27'31.32"N,88°46'03.72"W,18°06'14.00"N,90°55'34.10"W,17°50'45.28"N,89°08'46.90"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,.049393,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 19.73065   (19°43'50.34"N), -91.03055  (91°01'49.98"W), 19.76787   (19°46'04.33"N), -88.71137  (88°42'40.93"W), 17.81302   (17°48'46.87"N), -90.98515   (90°59'06.54"W), 17.84637   (17°50'46.93"N), -88.69204   (88°41'31.34"W),14181,16221,7091,8111,7091,8111,,,76,5.511,3.411,4.329,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7834,-89.85146,19.73065,-91.03055,19.76787,-88.71137,17.81302,-90.98515,17.84637,-88.69204
19,LE70200472012344EDC00,LE70200472012344EDC00,0,Y,LE70200472012344EDC00,BUMPER,EDC,DAY, 020, 047,2012/12/09,2012:344:16:18:43.8574999,2012:344:16:19:10.6115000, 9, 9,   7.51,   0.02,  13.61,   0.85,  15.55,42.52706528,150.41316223,18°46'59.38"N,89°50'04.92"W,19°43'00.88"N,90°32'54.85"W,19°27'22.72"N,88°45'04.68"W,18°06'04.82"N,90°54'37.15"W,17°50'35.38"N,89°07'47.78"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-15.54306,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72550   (19°43'31.80"N), -91.01899  (91°01'08.36"W), 19.76253   (19°45'45.11"N), -88.70273  (88°42'09.83"W), 17.81325   (17°48'47.70"N), -90.97386   (90°58'25.90"W), 17.84644   (17°50'47.18"N), -88.68355   (88°41'00.78"W),14141,16201,7071,8101,7071,8101,,,69,3.987,2.827,2.811,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78316,-89.8347,19.7255,-91.01899,19.76253,-88.70273,17.81325,-90.97386,17.84644,-88.68355
20,LE70200472012328EDC00,LE70200472012328EDC00,0,Y,LE70200472012328EDC00,BUMPER,EDC,DAY, 020, 047,2012/11/23,2012:328:16:18:41.6336250,2012:328:16:19:08.3875625, 9, 9,   2.15,   2.79,   2.96,   0.07,   2.78,45.27507019,150.40940857,18°46'59.27"N,89°50'38.90"W,19°43'08.33"N,90°33'25.49"W,19°27'30.20"N,88°45'36.68"W,18°06'11.52"N,90°55'07.64"W,17°50'41.93"N,89°08'19.61"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,5.100701,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73085   (19°43'51.06"N), -91.02198  (91°01'19.13"W), 19.76792   (19°46'04.51"N), -88.70565  (88°42'20.34"W), 17.81319   (17°48'47.48"N), -90.97668   (90°58'36.05"W), 17.84642   (17°50'47.11"N), -88.68638   (88°41'10.97"W),14181,16201,7091,8101,7091,8101,,,68,5.537,3.059,4.615,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78313,-89.84414,19.73085,-91.02198,19.76792,-88.70565,17.81319,-90.97668,17.84642,-88.68638
21,LE70200472012312ASN01,LE70200472012312ASN01,0,Y,LE70200472012312ASN01,BUMPER,ASN,DAY, 020, 047,2012/11/07,2012:312:16:18:33.0812499,2012:312:16:18:59.8352500, 9, 9,  15.92,  25.98,  17.00,  19.01,   1.69,49.04119492,148.25410461,18°46'58.62"N,89°49'50.30"W,19°43'05.27"N,90°32'36.02"W,19°27'27.18"N,88°44'49.34"W,18°06'09.14"N,90°54'18.40"W,17°50'39.91"N,89°07'32.30"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,7.542875,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73117   (19°43'52.21"N), -91.00770  (91°00'27.72"W), 19.76806   (19°46'05.02"N), -88.69133  (88°41'28.79"W), 17.81077   (17°48'38.77"N), -90.96250   (90°57'45.00"W), 17.84383   (17°50'37.79"N), -88.67221   (88°40'19.96"W),14201,16201,7101,8101,7101,8101,,,51,6.571,5.661,3.337,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78295,-89.83064,19.73117,-91.0077,19.76806,-88.69133,17.81077,-90.9625,17.84383,-88.67221
22,LE70200472012296ASN00,LE70200472012296ASN00,0,Y,LE70200472012296ASN00,BUMPER,ASN,DAY, 020, 047,2012/10/22,2012:296:16:18:30.8744374,2012:296:16:18:57.6284999, 9, 9,  47.81,  33.42,  47.94,  56.38,  53.50,53.27824402,143.50056458,18°46'58.12"N,89°50'47.11"W,19°43'09.16"N,90°33'31.25"W,19°27'31.03"N,88°45'47.81"W,18°06'13.68"N,90°55'13.69"W,17°50'44.74"N,89°08'30.80"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,4.316605,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73085   (19°43'51.06"N), -91.02198  (91°01'19.13"W), 19.76790   (19°46'04.44"N), -88.70851  (88°42'30.64"W), 17.81319   (17°48'47.48"N), -90.97668   (90°58'36.05"W), 17.84639   (17°50'47.00"N), -88.68921   (88°41'21.16"W),14181,16181,7091,8091,7091,8091,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78281,-89.84642,19.73085,-91.02198,19.7679,-88.70851,17.81319,-90.97668,17.84639,-88.68921
23,LE70200472012280ASA00,LE70200472012280ASA00,0,Y,LE70200472012280ASA00,BUMPER,ASA,DAY, 020, 047,2012/10/06,2012:280:16:18:20.2220624,2012:280:16:18:46.9759999, 9, 9,  34.61,  31.73,  36.35,  23.96,  46.38,57.36850739,135.82606506,18°46'57.76"N,89°49'50.92"W,19°43'09.19"N,90°32'33.79"W,19°27'31.25"N,88°44'51.47"W,18°06'10.91"N,90°54'17.64"W,17°50'41.78"N,89°07'36.08"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-5.980121,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.72834   (19°43'42.02"N), -91.01335  (91°00'48.06"W), 19.76527   (19°45'54.97"N), -88.69989  (88°41'59.60"W), 17.81607   (17°48'57.85"N), -90.96827   (90°58'05.77"W), 17.84918   (17°50'57.05"N), -88.68075   (88°40'50.70"W),14141,16181,7071,8091,7071,8091,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78271,-89.83081,19.72834,-91.01335,19.76527,-88.69989,17.81607,-90.96827,17.84918,-88.68075
24,LE70200472012264ASN00,LE70200472012264ASN00,0,Y,LE70200472012264ASN00,BUMPER,ASN,DAY, 020, 047,2012/09/20,2012:264:16:18:11.2959375,2012:264:16:18:38.0498750, 9, 9,  45.30,  72.75,  26.38,  47.88,  34.19,60.72616196,125.32015228,18°46'57.76"N,89°49'34.97"W,19°42'58.54"N,90°32'20.15"W,19°27'20.20"N,88°44'35.66"W,18°06'01.22"N,90°54'03.13"W,17°50'31.78"N,89°07'19.42"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,14.635709,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72570   (19°43'32.52"N), -91.01042  (91°00'37.51"W), 19.76261   (19°45'45.40"N), -88.69414  (88°41'38.90"W), 17.81342   (17°48'48.31"N), -90.96538   (90°57'55.37"W), 17.84651   (17°50'47.44"N), -88.67506   (88°40'30.22"W),14141,16201,7071,8101,7071,8101,,,1,5.684,3.243,4.668,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78271,-89.82638,19.7257,-91.01042,19.76261,-88.69414,17.81342,-90.96538,17.84651,-88.67506
25,LE70200472012248ASN00,LE70200472012248ASN00,0,Y,LE70200472012248ASN00,BUMPER,ASN,DAY, 020, 047,2012/09/04,2012:248:16:18:03.2826249,2012:248:16:18:30.0366250, 9, 9,  13.92,   5.01,  24.31,   9.29,  17.07,62.96427917,112.87574005,18°46'57.72"N,89°49'47.10"W,19°43'06.67"N,90°32'32.82"W,19°27'27.86"N,88°44'45.42"W,18°06'10.12"N,90°54'16.09"W,17°50'39.77"N,89°07'29.60"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-5.663135,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72827   (19°43'41.77"N), -91.01620  (91°00'58.32"W), 19.76527   (19°45'54.97"N), -88.69989  (88°41'59.60"W), 17.81601   (17°48'57.64"N), -90.97109   (90°58'15.92"W), 17.84918   (17°50'57.05"N), -88.68075   (88°40'50.70"W),14141,16201,7071,8101,7071,8101,,,31,3.447,2.833,1.963,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7827,-89.82975,19.72827,-91.0162,19.76527,-88.69989,17.81601,-90.97109,17.84918,-88.68075
26,LE70200472012232ASN00,LE70200472012232ASN00,0,Y,LE70200472012232ASN00,BUMPER,ASN,DAY, 020, 047,2012/08/19,2012:232:16:17:53.0393749,2012:232:16:18:19.7933125, 9, 9,  49.08,  64.14,  44.69,  59.87,  27.63,64.07378387,100.19790649,18°46'56.60"N,89°49'41.63"W,19°43'02.21"N,90°32'28.00"W,19°27'22.50"N,88°44'38.72"W,18°06'06.88"N,90°54'13.28"W,17°50'36.28"N,89°07'24.74"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-12.562701,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72834   (19°43'42.02"N), -91.01335  (91°00'48.06"W), 19.76530   (19°45'55.08"N), -88.69703  (88°41'49.31"W), 17.81336   (17°48'48.10"N), -90.96821   (90°58'05.56"W), 17.84649   (17°50'47.36"N), -88.67789   (88°40'40.40"W),14161,16201,7081,8101,7081,8101,,,15,10.115,8.881,4.841,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78239,-89.82823,19.72834,-91.01335,19.7653,-88.69703,17.81336,-90.96821,17.84649,-88.67789
27,LE70200472012184ASA00,LE70200472012184ASA00,0,Y,LE70200472012184ASA00,BUMPER,ASA,DAY, 020, 047,2012/07/02,2012:184:16:17:17.7127499,2012:184:16:17:44.4666874, 9, 9,  38.20,  19.71,  25.81,  40.82,  66.46,64.93211365,75.77645111,18°46'57.00"N,89°49'38.46"W,19°43'09.19"N,90°32'20.94"W,19°27'29.84"N,88°44'37.36"W,18°06'12.10"N,90°54'05.29"W,17°50'41.35"N,89°07'22.40"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,12.122717,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73130   (19°43'52.68"N), -91.00199  (91°00'07.16"W), 19.76809   (19°46'05.12"N), -88.68847  (88°41'18.49"W), 17.81089   (17°48'39.20"N), -90.95685   (90°57'24.66"W), 17.84385   (17°50'37.86"N), -88.66938   (88°40'09.77"W),14201,16181,7101,8091,7101,8091,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7825,-89.82735,19.7313,-91.00199,19.76809,-88.68847,17.81089,-90.95685,17.84385,-88.66938
28,LE70200472012120ASN00,LE70200472012120ASN00,0,Y,LE70200472012120ASN00,BUMPER,ASN,DAY, 020, 047,2012/04/29,2012:120:16:17:07.3049374,2012:120:16:17:34.0589375, 9, 9,  23.00,  15.93,  49.90,   1.47,  24.70,65.79434204,95.80809784,18°47'01.57"N,89°56'51.40"W,19°43'01.13"N,90°39'43.63"W,19°27'24.91"N,88°51'53.17"W,18°06'05.36"N,91°01'23.23"W,17°50'38.08"N,89°14'33.65"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,3.807347,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72844   (19°43'42.38"N), -91.12765  (91°07'39.54"W), 19.76688   (19°46'00.77"N), -88.81155  (88°48'41.58"W), 17.80833   (17°48'29.99"N), -91.08110   (91°04'51.96"W), 17.84277   (17°50'33.97"N), -88.79107   (88°47'27.85"W),14201,16201,7101,8101,7101,8101,,,17,7.105,6.611,2.602,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78377,-89.94761,19.72844,-91.12765,19.76688,-88.81155,17.80833,-91.0811,17.84277,-88.79107
29,LE70200472012104ASN00,LE70200472012104ASN00,0,Y,LE70200472012104ASN00,BUMPER,ASN,DAY, 020, 047,2012/04/13,2012:104:16:16:45.1904375,2012:104:16:17:11.9444999, 9, 9,   7.32,   7.27,  14.19,   1.74,   6.08,63.3891983,107.16954041,18°47'01.54"N,89°50'42.43"W,19°43'10.31"N,90°33'31.86"W,19°27'33.73"N,88°45'41.47"W,18°06'14.62"N,90°55'11.60"W,17°50'47.18"N,89°08'21.88"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-15.210434,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 19.72795   (19°43'40.62"N), -91.03048  (91°01'49.73"W), 19.76513   (19°45'54.47"N), -88.71420  (88°42'51.12"W), 17.81572   (17°48'56.59"N), -90.98521   (90°59'06.76"W), 17.84905   (17°50'56.58"N), -88.69490   (88°41'41.64"W),14141,16201,7071,8101,7071,8101,,,76,5.39,3.403,4.18,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78376,-89.84512,19.72795,-91.03048,19.76513,-88.7142,17.81572,-90.98521,17.84905,-88.6949
30,LE70200472012088ASN00,LE70200472012088ASN00,0,Y,LE70200472012088ASN00,BUMPER,ASN,DAY, 020, 047,2012/03/28,2012:088:16:16:49.5377500,2012:088:16:17:16.2917499, 9, 9,  10.23,  12.68,   2.67,   8.24,  17.33,59.56321716,117.25153351,18°47'01.39"N,89°51'23.72"W,19°43'00.23"N,90°34'14.74"W,19°27'23.90"N,88°46'27.05"W,18°06'05.40"N,90°55'53.22"W,17°50'38.08"N,89°09'06.12"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-.05307,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72499   (19°43'29.96"N), -91.04184  (91°02'30.62"W), 19.76229   (19°45'44.24"N), -88.72849  (88°43'42.56"W), 17.81279   (17°48'46.04"N), -90.99645   (90°59'47.22"W), 17.84622   (17°50'46.39"N), -88.70902   (88°42'32.47"W),14141,16181,7071,8091,7071,8091,,,63,4.249,2.974,3.034,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.78372,-89.85659,19.72499,-91.04184,19.76229,-88.72849,17.81279,-90.99645,17.84622,-88.70902
