Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec
63,LT50200471998265XXX01,LT50200471998265XXX01,0,Y,LT50200471998265XXX01,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1998/09/22,1998:265:16:01:31.43500,1998:265:16:01:58.50875,N,9,9,9,9,9,9,9,9,10,10,10,20,20,57.1601464,121.29587493, 18.78428   (18°47'03.41"N), -89.84657   (89°50'47.65"W), 19.70310   (19°42'11.16"N), -90.53566  (90°32'08.38"W), 19.44971   (19°26'58.96"N), -88.79291   (88°47'34.48"W), 18.11352   (18°06'48.67"N), -90.89243   (90°53'32.75"W), 17.86242 (17°51'44.71"N), -89.16547   (89°09'55.69"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.71828   (19°43'05.81"N), -90.97881   (90°58'43.72"S), 19.75413   (19°45'14.87"N), -88.73126   (88°43'52.54"S), 17.79241   (17°47'32.68"N), -90.93384  (90°56'01.82"W), 17.82451   (17°49'28.24"N), -88.71165   (88°42'41.94"S),7861,7121,7121,7861,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78428,-89.84657,19.71828,-90.97881,19.75413,-88.73126,17.79241,-90.93384,17.82451,-88.71165
64,LT50200471998249XXX01,LT50200471998249XXX01,0,Y,LT50200471998249XXX01,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1998/09/06,1998:249:16:01:23.70938,1998:249:16:01:50.78194,N,9,9,9,9,9,9,9,9,80,80,70,90,80,59.11433846,109.94269861, 18.78347   (18°47'00.49"N), -89.84134   (89°50'28.82"W), 19.70229   (19°42'08.24"N), -90.53043  (90°31'49.55"W), 19.44890   (19°26'56.04"N), -88.78769   (88°47'15.68"W), 18.11271   (18°06'45.76"N), -90.88719   (90°53'13.88"W), 17.86161 (17°51'41.80"N), -89.16024   (89°09'36.86"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.72105   (19°43'15.78"N), -90.97602   (90°58'33.67"S), 19.75692   (19°45'24.91"N), -88.72270   (88°43'21.72"S), 17.79517   (17°47'42.61"N), -90.93108  (90°55'51.89"W), 17.82730   (17°49'38.28"N), -88.70318   (88°42'11.45"S),7881,7121,7121,7881,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78347,-89.84134,19.72105,-90.97602,19.75692,-88.7227,17.79517,-90.93108,17.8273,-88.70318
65,LT50200471998233AAA01,LT50200471998233AAA01,0,Y,LT50200471998233AAA01,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1998/08/21,1998:233:16:01:14.34344,1998:233:16:01:41.41500,N,9,9,9,9,9,9,9,9,50,10,20,10,20,60.0816366,98.6036748, 18.77938   (18°46'45.77"N), -89.83469   (89°50'04.88"W), 19.69820   (19°41'53.52"N), -90.52376  (90°31'25.54"W), 19.44482   (19°26'41.35"N), -88.78107   (88°46'51.85"W), 18.10862   (18°06'31.03"N), -90.88052   (90°52'49.87"W), 17.85753 (17°51'27.11"N), -89.15361   (89°09'13.00"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,PREDICTIVE, 19.71571   (19°42'56.56"N), -90.97303   (90°58'22.91"S), 19.75153   (19°45'05.51"N), -88.71978   (88°43'11.21"S), 17.78982   (17°47'23.35"N), -90.92814  (90°55'41.30"W), 17.82190   (17°49'18.84"N), -88.70030   (88°42'01.08"S),7881,7121,7121,7881,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77938,-89.83469,19.71571,-90.97303,19.75153,-88.71978,17.78982,-90.92814,17.8219,-88.7003
66,LT50200471998217XXX01,LT50200471998217XXX01,0,Y,LT50200471998217XXX01,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1998/08/05,1998:217:16:01:04.15475,1998:217:16:01:31.22544,N,9,9,9,9,9,9,9,9,30,0,0,0,10,60.4332147,88.68901211, 18.78171   (18°46'54.16"N), -89.82721   (89°49'37.96"W), 19.70053   (19°42'01.91"N), -90.51629  (90°30'58.64"W), 19.44714   (19°26'49.70"N), -88.77357   (88°46'24.85"W), 18.11095   (18°06'39.42"N), -90.87305   (90°52'22.98"W), 17.85985 (17°51'35.46"N), -89.14612   (89°08'46.03"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.71866   (19°43'07.18"N), -90.96167   (90°57'42.01"S), 19.75432   (19°45'15.55"N), -88.71123   (88°42'40.43"S), 17.78734   (17°47'14.42"N), -90.91678  (90°55'00.41"W), 17.81926   (17°49'09.34"N), -88.69179   (88°41'30.44"S),7871,7141,7141,7871,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78171,-89.82721,19.71866,-90.96167,19.75432,-88.71123,17.78734,-90.91678,17.81926,-88.69179
67,LT50200471998201XXX02,LT50200471998201XXX02,0,Y,LT50200471998201XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1998/07/20,1998:201:16:00:59.79450,1998:201:16:01:26.86400,N,9,9,9,9,9,9,9,9,10,0,10,10,10,60.66372295,81.15088212, 18.78164   (18°46'53.90"N), -89.84840   (89°50'54.24"W), 19.70046   (19°42'01.66"N), -90.53748  (90°32'14.93"W), 19.44707   (19°26'49.45"N), -88.79476   (88°47'41.14"W), 18.11088   (18°06'39.17"N), -90.89424   (90°53'39.26"W), 17.85978 (17°51'35.21"N), -89.16731   (89°10'02.32"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.71816   (19°43'05.38"N), -90.98452   (90°59'04.27"S), 19.75407   (19°45'14.65"N), -88.73699   (88°44'13.16"S), 17.78959   (17°47'22.52"N), -90.93943  (90°56'21.95"W), 17.82175   (17°49'18.30"N), -88.71728   (88°43'02.21"S),7861,7131,7131,7861,1,4.739,2.803,3.821,.422,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78164,-89.8484,19.71816,-90.98452,19.75407,-88.73699,17.78959,-90.93943,17.82175,-88.71728
68,LT50200471998185XXX01,LT50200471998185XXX01,0,Y,LT50200471998185XXX01,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1998/07/04,1998:185:16:00:50.11938,1998:185:16:01:17.18800,N,9,9,9,9,9,9,9,9,40,10,20,20,30,61.07202568,76.54610293, 18.78838   (18°47'18.17"N), -89.84868   (89°50'55.25"W), 19.70720   (19°42'25.92"N), -90.53779  (90°32'16.04"W), 19.45381   (19°27'13.72"N), -88.79500   (88°47'42.00"W), 18.11762   (18°07'03.43"N), -90.89457   (90°53'40.45"W), 17.86652 (17°51'59.47"N), -89.16757   (89°10'03.25"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.72382   (19°43'25.75"N), -90.97323   (90°58'23.63"S), 19.75949   (19°45'34.16"N), -88.73704   (88°44'13.34"S), 17.81957   (17°49'10.45"N), -90.92879  (90°55'43.64"W), 17.85157   (17°51'05.65"N), -88.71757   (88°43'03.25"S),,,,,,,,,,,,,,,,,,,,,,18.78838,-89.84868,19.72382,-90.97323,19.75949,-88.73704,17.81957,-90.92879,17.85157,-88.71757
69,LT50200471998169XXX01,LT50200471998169XXX01,0,Y,LT50200471998169XXX01,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1998/06/18,1998:169:16:00:37.21025,1998:169:16:01:04.27800,N,9,9,9,9,9,9,9,9,10,0,20,10,20,61.74916875,75.30858929, 18.77888   (18°46'43.97"N), -89.84033   (89°50'25.19"W), 19.69770   (19°41'51.72"N), -90.52940  (90°31'45.84"W), 19.44432   (19°26'39.55"N), -88.78671   (88°47'12.16"W), 18.10812   (18°06'29.23"N), -90.88616   (90°53'10.18"W), 17.85703 (17°51'25.31"N), -89.15925   (89°09'33.30"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.70225   (19°42'08.10"N), -90.96984   (90°58'11.42"S), 19.73790   (19°44'16.44"N), -88.72822   (88°43'41.59"S), 17.77094   (17°46'15.38"N), -90.92490  (90°55'29.64"W), 17.80285   (17°48'10.26"N), -88.70861   (88°42'31.00"S),7841,7141,7141,7841,1,4.056,2.842,2.894,.396,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77888,-89.84033,19.70225,-90.96984,19.7379,-88.72822,17.77094,-90.9249,17.80285,-88.70861
70,LT50200471998153XXX02,LT50200471998153XXX02,0,Y,LT50200471998153XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1998/06/02,1998:153:16:00:26.23275,1998:153:16:00:53.29950,N,9,9,9,9,9,9,9,9,50,50,40,30,30,62.4867608,77.7849917, 18.77991   (18°46'47.68"N), -89.84039   (89°50'25.40"W), 19.69873   (19°41'55.43"N), -90.52946  (90°31'46.06"W), 19.44535   (19°26'43.26"N), -88.78676   (88°47'12.34"W), 18.10915   (18°06'32.94"N), -90.88622   (90°53'10.39"W), 17.85806 (17°51'29.02"N), -89.15931   (89°09'33.52"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.71590   (19°42'57.24"N), -90.96446   (90°57'52.06"S), 19.75147   (19°45'05.29"N), -88.72551   (88°43'31.84"S), 17.81163   (17°48'41.87"N), -90.92014  (90°55'12.50"W), 17.84353   (17°50'36.71"N), -88.70617   (88°42'22.21"S),,,,,,,,,,,,,,,,,,,,,,18.77991,-89.84039,19.7159,-90.96446,19.75147,-88.72551,17.81163,-90.92014,17.84353,-88.70617
71,LT50200471998137AAA01,LT50200471998137AAA01,0,Y,LT50200471998137AAA01,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1998/05/17,1998:137:16:00:10.36294,1998:137:16:00:37.42875,N,9,9,9,9,9,9,9,9,10,0,10,0,30,62.75256438,83.96075658, 18.77560   (18°46'32.16"N), -89.82318   (89°49'23.45"W), 19.69442   (19°41'39.91"N), -90.51224  (90°30'44.06"W), 19.44104   (19°26'27.74"N), -88.76958   (88°46'10.49"W), 18.10483   (18°06'17.39"N), -90.86899   (90°52'08.36"W), 17.85375 (17°51'13.50"N), -89.14211   (89°08'31.60"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.71061   (19°42'38.20"N), -90.95861   (90°57'31.00"S), 19.74622   (19°44'46.39"N), -88.70828   (88°42'29.81"S), 17.78469   (17°47'04.88"N), -90.91390  (90°54'50.04"W), 17.81658   (17°48'59.69"N), -88.68893   (88°41'20.15"S),7871,7121,7121,7871,1,4.605,3.383,3.125,.296,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.7756,-89.82318,19.71061,-90.95861,19.74622,-88.70828,17.78469,-90.9139,17.81658,-88.68893
72,LT50200471998121XXX03,LT50200471998121XXX03,0,Y,LT50200471998121XXX03,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1998/05/01,1998:121:15:59:54.31413,1998:121:16:00:21.37913,N,9,9,9,9,9,9,9,9,20,20,10,30,40,61.95813311,92.94083807, 18.77921   (18°46'45.16"N), -89.80520   (89°48'18.72"W), 19.69803   (19°41'52.91"N), -90.49427  (90°29'39.37"W), 19.44465   (19°26'40.74"N), -88.75158   (88°45'05.69"W), 18.10845   (18°06'30.42"N), -90.85103   (90°51'03.71"W), 17.85736 (17°51'26.50"N), -89.12412   (89°07'26.83"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.71093   (19°42'39.35"N), -90.94433   (90°56'39.59"S), 19.74635   (19°44'46.86"N), -88.69397   (88°41'38.29"S), 17.78497   (17°47'05.89"N), -90.89978  (90°53'59.21"W), 17.81670   (17°49'00.12"N), -88.67478   (88°40'29.21"S),7871,7121,7121,7871,1,4.918,3.346,3.604,.265,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77921,-89.8052,19.71093,-90.94433,19.74635,-88.69397,17.78497,-90.89978,17.8167,-88.67478
73,LT50200471998105AAA03,LT50200471998105AAA03,0,Y,LT50200471998105AAA03,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1998/04/15,1998:105:15:59:40.92431,1998:105:16:00:07.98738,N,9,9,9,9,9,9,9,9,10,0,20,0,20,59.73808017,102.95783427, 18.77515   (18°46'30.54"N), -89.80464   (89°48'16.70"W), 19.69397   (19°41'38.29"N), -90.49370  (90°29'37.32"W), 19.44059   (19°26'26.12"N), -88.75105   (88°45'03.78"W), 18.10438   (18°06'15.77"N), -90.85044   (90°51'01.58"W), 17.85330 (17°51'11.88"N), -89.12357   (89°07'24.85"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.71099   (19°42'39.56"N), -90.94148   (90°56'29.33"S), 19.74638   (19°44'46.97"N), -88.69110   (88°41'27.96"S), 17.78232   (17°46'56.35"N), -90.89690  (90°53'48.84"W), 17.81401   (17°48'50.44"N), -88.67193   (88°40'18.95"S),7871,7131,7131,7871,1,4.669,3.366,3.235,.195,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77515,-89.80464,19.71099,-90.94148,19.74638,-88.6911,17.78232,-90.8969,17.81401,-88.67193
74,LT50200471998089XXX03,LT50200471998089XXX03,0,Y,LT50200471998089XXX03,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1998/03/30,1998:089:15:59:29.27781,1998:089:15:59:56.33806,N,9,9,9,9,9,9,9,9,40,10,30,10,50,56.18855094,112.33309732, 18.77607   (18°46'33.85"N), -89.81325   (89°48'47.70"W), 19.69489   (19°41'41.60"N), -90.50231  (90°30'08.32"W), 19.44151   (19°26'29.44"N), -88.75965   (88°45'34.74"W), 18.10530   (18°06'19.08"N), -90.85906   (90°51'32.62"W), 17.85422 (17°51'15.19"N), -89.13218   (89°07'55.85"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.71086   (19°42'39.10"N), -90.94719   (90°56'49.88"S), 19.74630   (19°44'46.68"N), -88.69969   (88°41'58.88"S), 17.78221   (17°46'55.96"N), -90.90255  (90°54'09.18"W), 17.81394   (17°48'50.18"N), -88.68042   (88°40'49.51"S),,,,,,,,,,,,,,,,,,,,,,18.77607,-89.81325,19.71086,-90.94719,19.7463,-88.69969,17.78221,-90.90255,17.81394,-88.68042
75,LT50200471998073AAA02,LT50200471998073AAA02,0,Y,LT50200471998073AAA02,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1998/03/14,1998:073:15:59:17.73181,1998:073:15:59:44.78775,N,9,9,9,9,9,9,9,9,0,0,0,0,0,51.80677402,120.32324811, 18.77674   (18°46'36.26"N), -89.82643   (89°49'35.15"W), 19.69556   (19°41'44.02"N), -90.51549  (90°30'55.76"W), 19.44218   (19°26'31.85"N), -88.77283   (88°46'22.19"W), 18.10598   (18°06'21.53"N), -90.87224   (90°52'20.06"W), 17.85489 (17°51'17.60"N), -89.14536   (89°08'43.30"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.71332   (19°42'47.95"N), -90.95868   (90°57'31.25"S), 19.74887   (19°44'55.93"N), -88.71403   (88°42'50.51"S), 17.78469   (17°47'04.88"N), -90.91390  (90°54'50.04"W), 17.81653   (17°48'59.51"N), -88.69459   (88°41'40.52"S),7851,7131,7131,7851,1,4.433,3.193,3.075,.213,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77674,-89.82643,19.71332,-90.95868,19.74887,-88.71403,17.78469,-90.9139,17.81653,-88.69459
76,LT50200471998057AAA02,LT50200471998057AAA02,0,Y,LT50200471998057AAA02,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1998/02/26,1998:057:15:59:02.02869,1998:057:15:59:29.08581,N,9,9,9,9,9,9,9,9,10,0,30,0,20,47.2457702,126.95653435, 18.78051   (18°46'49.84"N), -89.82718   (89°49'37.85"W), 19.69933   (19°41'57.59"N), -90.51626  (90°30'58.54"W), 19.44595   (19°26'45.42"N), -88.77355   (88°46'24.78"W), 18.10975   (18°06'35.10"N), -90.87302   (90°52'22.87"W), 17.85865 (17°51'31.14"N), -89.14609   (89°08'45.92"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.71602   (19°42'57.67"N), -90.95875   (90°57'31.50"S), 19.75156   (19°45'05.62"N), -88.71692   (88°43'00.91"S), 17.78739   (17°47'14.60"N), -90.91396  (90°54'50.26"W), 17.81921   (17°49'09.16"N), -88.69745   (88°41'50.82"S),7841,7131,7131,7841,1,4.317,2.977,3.126,.244,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78051,-89.82718,19.71602,-90.95875,19.75156,-88.71692,17.78739,-90.91396,17.81921,-88.69745
77,LT50200471998041AAA01,LT50200471998041AAA01,0,Y,LT50200471998041AAA01,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1998/02/10,1998:041:15:58:45.27463,1998:041:15:59:12.33006,N,9,9,9,9,9,9,9,9,0,0,0,0,0,43.1695041,132.53096089, 18.77767   (18°46'39.61"N), -89.82952   (89°49'46.27"W), 19.69649   (19°41'47.36"N), -90.51858  (90°31'06.89"W), 19.44311   (19°26'35.20"N), -88.77591   (88°46'33.28"W), 18.10691   (18°06'24.88"N), -90.87534   (90°52'31.22"W), 17.85582 (17°51'20.95"N), -89.14844   (89°08'54.38"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.71325   (19°42'47.70"N), -90.96154   (90°57'41.54"S), 19.74885   (19°44'55.86"N), -88.71689   (88°43'00.80"S), 17.78463   (17°47'04.67"N), -90.91672  (90°55'00.19"W), 17.81650   (17°48'59.40"N), -88.69742   (88°41'50.71"S),7851,7131,7131,7851,134,4.222,3.114,2.851,.276,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77767,-89.82952,19.71325,-90.96154,19.74885,-88.71689,17.78463,-90.91672,17.8165,-88.69742
78,LT50200471998025AAA03,LT50200471998025AAA03,0,Y,LT50200471998025AAA03,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1998/01/25,1998:025:15:58:24.49969,1998:025:15:58:51.55288,N,9,9,9,9,9,9,9,9,80,90,80,90,80,40.11875051,137.22329082, 18.77587   (18°46'33.13"N), -89.82018   (89°49'12.65"W), 19.69469   (19°41'40.88"N), -90.50924  (90°30'33.26"W), 19.44131   (19°26'28.72"N), -88.76658   (88°45'59.69"W), 18.10510   (18°06'18.36"N), -90.86599   (90°51'57.56"W), 17.85402 (17°51'14.47"N), -89.13911   (89°08'20.80"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.71086   (19°42'39.10"N), -90.94719   (90°56'49.88"S), 19.74627   (19°44'46.57"N), -88.70255   (88°42'09.18"S), 17.80656   (17°48'23.62"N), -90.90308  (90°54'11.09"W), 17.83831   (17°50'17.92"N), -88.68348   (88°41'00.53"S),,,,,,,,,,,,,,,,,,,,,,18.77587,-89.82018,19.71086,-90.94719,19.74627,-88.70255,17.80656,-90.90308,17.83831,-88.68348
79,LT50200471998009AAA01,LT50200471998009AAA01,0,Y,LT50200471998009AAA01,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1998/01/09,1998:009:15:58:04.01306,1998:009:15:58:31.06325,N,9,9,9,9,9,9,9,9,80,80,80,80,90,38.49424886,141.03083115, 18.77560   (18°46'32.16"N), -89.81655   (89°48'59.58"W), 19.69442   (19°41'39.91"N), -90.50561  (90°30'20.20"W), 19.44104   (19°26'27.74"N), -88.76295   (88°45'46.62"W), 18.10483   (18°06'17.39"N), -90.86236   (90°51'44.50"W), 17.85375 (17°51'13.50"N), -89.13548   (89°08'07.73"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.71093   (19°42'39.35"N), -90.94433   (90°56'39.59"S), 19.74630   (19°44'46.68"N), -88.69969   (88°41'58.88"S), 17.80661   (17°48'23.80"N), -90.90025  (90°54'00.90"W), 17.83833   (17°50'17.99"N), -88.68065   (88°40'50.34"S),,,,,,,,,,,,,,,,,,,,,,18.7756,-89.81655,19.71093,-90.94433,19.7463,-88.69969,17.80661,-90.90025,17.83833,-88.68065
80,LT50200471997358CPE02,LT50200471997358CPE02,0,Y,LT50200471997358CPE02,LANDSAT_5,SAM,CPE,DAY, 020, 047,2,1997/12/24,1997:358:15:57:40.95656,1997:358:15:58:08.00594,N,9,9,9,9,9,9,9,9,7.16,3.49,24.6,.03,.52,38.46823575,143.72576663, 18.77791   (18°46'40.48"N), -89.80700   (89°48'25.20"W), 19.69673   (19°41'48.23"N), -90.49607  (90°29'45.85"W), 19.44335   (19°26'36.06"N), -88.75339   (88°45'12.20"W), 18.10715   (18°06'25.74"N), -90.85282   (90°51'10.15"W), 17.85606 (17°51'21.82"N), -89.12592   (89°07'33.31"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.71093   (19°42'39.35"N), -90.94433   (90°56'39.59"S), 19.74635   (19°44'46.86"N), -88.69397   (88°41'38.29"S), 17.78497   (17°47'05.89"N), -90.89978  (90°53'59.21"W), 17.81670   (17°49'00.12"N), -88.67478   (88°40'29.21"S),7871,7121,7121,7871,62,11.436,9.568,6.263,3.327,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77791,-89.807,19.71093,-90.94433,19.74635,-88.69397,17.78497,-90.89978,17.8167,-88.67478
81,LT50200471997342XXX01,LT50200471997342XXX01,0,Y,LT50200471997342XXX01,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1997/12/08,1997:342:15:57:18.92325,1997:342:15:57:45.97175,N,9,9,9,9,9,9,9,9,20,10,30,0,50,39.99366984,144.96923922, 18.77864   (18°46'43.10"N), -89.80606   (89°48'21.82"W), 19.69746   (19°41'50.86"N), -90.49513  (90°29'42.47"W), 19.44408   (19°26'38.69"N), -88.75244   (88°45'08.78"W), 18.10788   (18°06'28.37"N), -90.85188   (90°51'06.77"W), 17.85679 (17°51'24.44"N), -89.12498   (89°07'29.93"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.71363   (19°42'49.07"N), -90.94440   (90°56'39.84"S), 19.74906   (19°44'56.62"N), -88.69400   (88°41'38.40"S), 17.78768   (17°47'15.65"N), -90.89984  (90°53'59.42"W), 17.81941   (17°49'09.88"N), -88.67481   (88°40'29.32"S),7871,7121,7121,7871,1,6.077,3.99,4.583,10.569,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77864,-89.80606,19.71363,-90.9444,19.74906,-88.694,17.78768,-90.89984,17.81941,-88.67481
82,LT50200471997326XXX01,LT50200471997326XXX01,0,Y,LT50200471997326XXX01,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1997/11/22,1997:326:15:56:54.25363,1997:326:15:57:21.30169,N,9,9,9,9,9,9,9,9,60,60,60,70,50,42.78010959,144.33472556, 18.77362   (18°46'25.03"N), -89.79935   (89°47'57.66"W), 19.69244   (19°41'32.78"N), -90.48840  (90°29'18.24"W), 19.43906   (19°26'20.62"N), -88.74577   (88°44'44.77"W), 18.10285   (18°06'10.26"N), -90.84514   (90°50'42.50"W), 17.85177 (17°51'06.37"N), -89.11829   (89°07'05.84"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.71130   (19°42'40.68"N), -90.92720   (90°55'37.92"S), 19.74641   (19°44'47.08"N), -88.68824   (88°41'17.66"S), 17.80695   (17°48'25.02"N), -90.88331  (90°52'59.92"W), 17.83843   (17°50'18.35"N), -88.66933   (88°40'09.59"S),,,,,,,,,,,,,,,,,,,,,,18.77362,-89.79935,19.7113,-90.9272,19.74641,-88.68824,17.80695,-90.88331,17.83843,-88.66933
83,LT50200471997310AAA02,LT50200471997310AAA02,0,Y,LT50200471997310AAA02,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1997/11/06,1997:310:15:56:32.82606,1997:310:15:56:59.87325,N,7,7,7,7,7,7,7,7,30,30,0,40,40,46.37811259,141.45065069, 18.77172   (18°46'18.19"N), -89.80976   (89°48'35.14"W), 19.69054   (19°41'25.94"N), -90.49880  (90°29'55.68"W), 19.43716   (19°26'13.78"N), -88.75619   (88°45'22.28"W), 18.10095   (18°06'03.42"N), -90.85554   (90°51'19.94"W), 17.84987 (17°50'59.53"N), -89.12870   (89°07'43.32"W),Yes                                ,NOMINAL,,PR,PROCESSING REQUIRED,,,, 19.70835   (19°42'30.06"N), -90.93856   (90°56'18.82"S), 19.74359   (19°44'36.92"N), -88.69966   (88°41'58.78"S), 17.80402   (17°48'14.47"N), -90.89454  (90°53'40.34"W), 17.83562   (17°50'08.23"N), -88.68062   (88°40'50.23"S),,,,,,,,,,,,,,,,,,,,,,18.77172,-89.80976,19.70835,-90.93856,19.74359,-88.69966,17.80402,-90.89454,17.83562,-88.68062
